tier,layer,component,perturbation,mean_restoration,std_restoration
tier_1,24,attn_out,code_switching,-0.0006499999999999999,0.0065
tier_1,24,attn_out,standard_translation,0.006974999999999999,0.015050000000000001
tier_1,24,attn_out,transliteration,0.0011,0.008025000000000001
tier_1,24,mlp_out,code_switching,0.003025,0.015425000000000001
tier_1,24,mlp_out,standard_translation,-0.011375,0.03385
tier_1,24,mlp_out,transliteration,-0.007175000000000001,0.00855
tier_1,24,residual,code_switching,0.030049999999999997,0.088125
tier_1,24,residual,standard_translation,-0.026825,0.0777
tier_1,24,residual,transliteration,-0.0011250000000000001,0.0259
tier_1,25,attn_out,code_switching,0.00195,0.005175
tier_1,25,attn_out,standard_translation,0.002225,0.010675
tier_1,25,attn_out,transliteration,0.001275,0.0034750000000000002
tier_1,25,mlp_out,code_switching,-0.00042500000000000014,0.01325
tier_1,25,mlp_out,standard_translation,0.007025,0.030425
tier_1,25,mlp_out,transliteration,-0.0035499999999999998,0.012825000000000001
tier_1,25,residual,code_switching,0.0203,0.07835
tier_1,25,residual,standard_translation,-0.032875,0.0684
tier_1,25,residual,transliteration,-0.0022000000000000006,0.024024999999999998
tier_1,26,attn_out,code_switching,-0.0014999999999999998,0.007925
tier_1,26,attn_out,standard_translation,0.003875,0.01205
tier_1,26,attn_out,transliteration,-0.003,0.012375
tier_1,26,mlp_out,code_switching,-0.002175,0.016625
tier_1,26,mlp_out,standard_translation,0.006574999999999999,0.022224999999999998
tier_1,26,mlp_out,transliteration,-0.0006500000000000001,0.0054
tier_1,26,residual,code_switching,0.029775,0.073525
tier_1,26,residual,standard_translation,-0.04365,0.04355
tier_1,26,residual,transliteration,0.0017249999999999995,0.016
tier_1,27,attn_out,code_switching,-0.0014000000000000002,0.005025
tier_1,27,attn_out,standard_translation,0.0027,0.009550000000000001
tier_1,27,attn_out,transliteration,-0.0029,0.0059
tier_1,27,mlp_out,code_switching,-0.000125,0.011775
tier_1,27,mlp_out,standard_translation,-0.009750000000000002,0.028575
tier_1,27,mlp_out,transliteration,-0.004325,0.014575000000000001
tier_1,27,residual,code_switching,0.023850000000000003,0.06907500000000001
tier_1,27,residual,standard_translation,-0.03645,0.0482
tier_1,27,residual,transliteration,0.0025250000000000003,0.018575
tier_1,28,attn_out,code_switching,-0.0012249999999999997,0.005025
tier_1,28,attn_out,standard_translation,0.0027500000000000003,0.00605
tier_1,28,attn_out,transliteration,-0.001,0.00445
tier_1,28,mlp_out,code_switching,0.0011749999999999998,0.011475
tier_1,28,mlp_out,standard_translation,0.016399999999999998,0.0322
tier_1,28,mlp_out,transliteration,0.007025,0.013725
tier_1,28,residual,code_switching,0.021625,0.05535
tier_1,28,residual,standard_translation,-0.025875,0.0424
tier_1,28,residual,transliteration,0.005575,0.012675
tier_1,29,attn_out,code_switching,0.00095,0.0052499999999999995
tier_1,29,attn_out,standard_translation,0.00035,0.003775
tier_1,29,attn_out,transliteration,0.0028000000000000004,0.0057
tier_1,29,mlp_out,code_switching,0.0018999999999999998,0.01115
tier_1,29,mlp_out,standard_translation,0.012199999999999999,0.02445
tier_1,29,mlp_out,transliteration,-0.0046,0.016925000000000003
tier_1,29,residual,code_switching,0.009225,0.02945
tier_1,29,residual,standard_translation,-0.024225,0.0344
tier_1,29,residual,transliteration,0.0033250000000000003,0.012400000000000001
tier_1,30,attn_out,code_switching,0.00095,0.00195
tier_1,30,attn_out,standard_translation,0.003,0.0062250000000000005
tier_1,30,attn_out,transliteration,-0.001175,0.0054
tier_1,30,mlp_out,code_switching,0.001875,0.0051
tier_1,30,mlp_out,standard_translation,0.000825,0.009625
tier_1,30,mlp_out,transliteration,0.0014750000000000002,0.00385
tier_1,30,residual,code_switching,-0.0004249999999999999,0.010199999999999999
tier_1,30,residual,standard_translation,0.0093,0.039725
tier_1,30,residual,transliteration,-0.00047500000000000005,0.00815
tier_1,31,attn_out,code_switching,0.0,0.0
tier_1,31,attn_out,standard_translation,0.0,0.0
tier_1,31,attn_out,transliteration,0.0,0.0
tier_1,31,mlp_out,code_switching,0.0,0.0
tier_1,31,mlp_out,standard_translation,0.0,0.0
tier_1,31,mlp_out,transliteration,0.0,0.0
tier_1,31,residual,code_switching,0.0,0.0
tier_1,31,residual,standard_translation,0.0,0.0
tier_1,31,residual,transliteration,0.0,0.0
tier_2,0,attn_out,code_switching,-0.035375000000000004,0.245825
tier_2,0,attn_out,standard_translation,0.0062499999999999995,0.076375
tier_2,0,attn_out,transliteration,-0.049574999999999994,0.086975
tier_2,0,mlp_out,code_switching,-0.213125,0.367425
tier_2,0,mlp_out,standard_translation,0.08515,0.106525
tier_2,0,mlp_out,transliteration,-0.0009750000000000041,0.09519999999999999
tier_2,0,residual,code_switching,-0.20329999999999998,0.390125
tier_2,0,residual,standard_translation,0.21765,0.30795
tier_2,0,residual,transliteration,0.24004999999999999,0.16245
tier_2,1,attn_out,code_switching,-0.059750000000000004,0.16412500000000002
tier_2,1,attn_out,standard_translation,-0.004199999999999999,0.169425
tier_2,1,attn_out,transliteration,0.0032499999999999994,0.05495
tier_2,1,mlp_out,code_switching,-0.085075,0.22492499999999999
tier_2,1,mlp_out,standard_translation,0.014624999999999999,0.065675
tier_2,1,mlp_out,transliteration,-0.015425000000000001,0.063425
tier_2,1,residual,code_switching,-0.217725,0.46757499999999996
tier_2,1,residual,standard_translation,0.140125,0.270825
tier_2,1,residual,transliteration,0.069675,0.105825
tier_2,2,attn_out,code_switching,-0.12052499999999998,0.327075
tier_2,2,attn_out,standard_translation,-0.0011499999999999998,0.06775
tier_2,2,attn_out,transliteration,0.0010749999999999996,0.0448
tier_2,2,mlp_out,code_switching,-0.192125,0.3631
tier_2,2,mlp_out,standard_translation,-0.0337,0.182475
tier_2,2,mlp_out,transliteration,-0.027225000000000003,0.0727
tier_2,2,residual,code_switching,-0.317425,0.687325
tier_2,2,residual,standard_translation,0.054849999999999996,0.18755
tier_2,2,residual,transliteration,0.06965,0.101425
tier_2,3,attn_out,code_switching,-0.005075,0.074775
tier_2,3,attn_out,standard_translation,0.0393,0.096475
