tier,layer,component,perturbation,mean_delta,std_delta
tier_2,16,attn_out,standard_translation,-0.000525,0.0032500000000000003
tier_2,16,attn_out,transliteration,0.004699999999999999,0.00625
tier_2,16,mlp_out,code_switching,-0.00047499999999999994,0.00455
tier_2,16,mlp_out,standard_translation,-0.00435,0.005375
tier_2,16,mlp_out,transliteration,0.005125000000000001,0.011575
tier_2,16,residual,code_switching,-0.007375,0.014075
tier_2,16,residual,standard_translation,0.015224999999999999,0.01245
tier_2,16,residual,transliteration,0.045375,0.027125000000000003
tier_2,17,attn_out,code_switching,-0.00055,0.00095
tier_2,17,attn_out,standard_translation,0.0005,0.002
tier_2,17,attn_out,transliteration,0.006625000000000001,0.0027
tier_2,17,mlp_out,code_switching,-2.4999999999999998e-05,0.001425
tier_2,17,mlp_out,standard_translation,0.0013750000000000001,0.00485
tier_2,17,mlp_out,transliteration,0.0052,0.00705
tier_2,17,residual,code_switching,-0.009675,0.012499999999999999
tier_2,17,residual,standard_translation,0.011225,0.009925
tier_2,17,residual,transliteration,0.0457,0.023674999999999998
tier_2,18,attn_out,code_switching,-5e-05,0.0007750000000000001
tier_2,18,attn_out,standard_translation,-0.00095,0.0014
tier_2,18,attn_out,transliteration,0.002225,0.004
tier_2,18,mlp_out,code_switching,-0.0006000000000000001,0.001775
tier_2,18,mlp_out,standard_translation,-7.500000000000003e-05,0.00335
tier_2,18,mlp_out,transliteration,0.004,0.0058
tier_2,18,residual,code_switching,-0.011224999999999999,0.013875
tier_2,18,residual,standard_translation,0.0073999999999999995,0.008875000000000001
tier_2,18,residual,transliteration,0.035675,0.019775
tier_2,19,attn_out,code_switching,0.00017499999999999997,0.000575
tier_2,19,attn_out,standard_translation,0.000675,0.0009
tier_2,19,attn_out,transliteration,0.001075,0.0019500000000000001
tier_2,19,mlp_out,code_switching,-0.00165,0.002725
tier_2,19,mlp_out,standard_translation,-0.001125,0.0019249999999999998
tier_2,19,mlp_out,transliteration,-0.00445,0.007375
tier_2,19,residual,code_switching,-0.01115,0.01455
tier_2,19,residual,standard_translation,0.007075,0.00925
tier_2,19,residual,transliteration,0.0348,0.019825000000000002
tier_2,20,attn_out,code_switching,7.500000000000001e-05,0.000725
