language,layer,category,cv_accuracy,cv_auc,best_C,n_harmful,n_benign
de,14,all,0.9791783380018675,0.9986506999494013,1.0,384,384
de,15,unknown,0.9804770393005688,0.9986506999494013,1.0,384,384
de,15,all,0.9804770393005688,0.9986506999494013,1.0,384,384
de,16,unknown,0.9778711484593838,0.997807387417777,10.0,384,384
de,16,all,0.9778711484593838,0.997807387417777,10.0,384,384
de,17,unknown,0.9765724471606825,0.9986506999494013,1.0,384,384
de,17,all,0.9765724471606825,0.9986506999494013,1.0,384,384
de,18,unknown,0.9778626602156015,0.998988024962051,10.0,384,384
de,18,all,0.9778626602156015,0.998988024962051,10.0,384,384
de,19,unknown,0.983065953654189,0.998988024962051,1.0,384,384
de,19,all,0.983065953654189,0.998988024962051,1.0,384,384
de,20,unknown,0.9830659536541889,0.9991566874683757,10.0,384,384
de,20,all,0.9830659536541889,0.9991566874683757,10.0,384,384
de,21,unknown,0.9856633562515917,0.9993253499747006,10.0,384,384
de,21,all,0.9856633562515917,0.9993253499747006,10.0,384,384
de,22,unknown,0.9830829301417537,0.9993253499747006,1.0,384,384
de,22,all,0.9830829301417537,0.9993253499747006,1.0,384,384
de,23,unknown,0.9843816314404549,0.9991566874683757,10.0,384,384
de,23,all,0.9843816314404549,0.9991566874683757,10.0,384,384
de,24,unknown,0.9817757405992701,0.9994940124810254,10.0,384,384
de,24,all,0.9817757405992701,0.9994940124810254,10.0,384,384
de,25,unknown,0.9817672523554878,1.0,1.0,384,384
de,25,all,0.9817672523554878,1.0,1.0,384,384
de,26,unknown,0.9908836261777438,1.0,10.0,384,384
de,26,all,0.9908836261777438,1.0,10.0,384,384
de,27,unknown,0.9778626602156015,1.0,10.0,384,384
de,27,all,0.9778626602156015,1.0,10.0,384,384
fr,0,unknown,0.8724132077073253,0.9463653229886996,0.1,384,384
fr,0,all,0.8724132077073253,0.9463653229886996,0.1,384,384
fr,1,unknown,0.8658942364824718,0.9433293978748524,0.1,384,384
fr,1,all,0.8658942364824718,0.9433293978748524,0.1,384,384
fr,2,unknown,0.8580850522026993,0.9367515601281835,0.1,384,384
fr,2,all,0.8580850522026993,0.9367515601281835,0.1,384,384
fr,3,unknown,0.8710805534334947,0.954629785798617,10.0,384,384
fr,3,all,0.8710805534334947,0.954629785798617,10.0,384,384
fr,4,unknown,0.9023597317714966,0.9583403609377635,0.1,384,384
fr,4,all,0.9023597317714966,0.9583403609377635,0.1,384,384
fr,5,unknown,0.9010864952041423,0.9488952605835723,1.0,384,384
fr,5,all,0.9010864952041423,0.9488952605835723,1.0,384,384
fr,6,unknown,0.9193022663610899,0.9691347613425536,10.0,384,384
fr,6,all,0.9193022663610899,0.9691347613425536,10.0,384,384
fr,7,unknown,0.9648332060096767,0.9944341372912802,0.01,384,384
fr,7,all,0.9648332060096767,0.9944341372912802,0.01,384,384
fr,8,unknown,0.96876326288091,0.9984820374430764,0.1,384,384
fr,8,all,0.96876326288091,0.9984820374430764,0.1,384,384
fr,9,unknown,0.9804855275443511,0.9974700624051274,1.0,384,384
fr,9,all,0.9804855275443511,0.9974700624051274,1.0,384,384
fr,10,unknown,0.9752737458619812,0.9951087873165795,0.01,384,384
fr,10,all,0.9752737458619812,0.9951087873165795,0.01,384,384
fr,11,unknown,0.9791783380018675,0.9954461123292292,1.0,384,384
fr,11,all,0.9791783380018675,0.9954461123292292,1.0,384,384
fr,12,unknown,0.9804770393005688,0.9966267498735031,1.0,384,384
fr,12,all,0.9804770393005688,0.9966267498735031,1.0,384,384
fr,13,unknown,0.9752652576181988,0.9983133749367515,1.0,384,384
fr,13,all,0.9752652576181988,0.9983133749367515,1.0,384,384
fr,14,unknown,0.9804685510567864,0.9986506999494013,1.0,384,384
fr,14,all,0.9804685510567864,0.9986506999494013,1.0,384,384
fr,15,unknown,0.9817672523554876,0.9988193624557261,10.0,384,384
fr,15,all,0.9817672523554876,0.9988193624557261,10.0,384,384
fr,16,unknown,0.9817587641117053,0.9983133749367515,0.1,384,384
fr,16,all,0.9817587641117053,0.9983133749367515,0.1,384,384
fr,17,unknown,0.983065953654189,0.9979760499241018,1.0,384,384
fr,17,all,0.983065953654189,0.9979760499241018,1.0,384,384
fr,18,unknown,0.9804685510567863,0.9984820374430764,1.0,384,384
fr,18,all,0.9804685510567863,0.9984820374430764,1.0,384,384
fr,19,unknown,0.9830744418979714,0.997807387417777,10.0,384,384
fr,19,all,0.9830744418979714,0.997807387417777,10.0,384,384
fr,20,unknown,0.9817757405992701,0.9976387249114522,10.0,384,384
fr,20,all,0.9817757405992701,0.9976387249114522,10.0,384,384
fr,21,unknown,0.9817672523554878,0.9976387249114522,1.0,384,384
