layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
20,attn_out,zu,tier_4,transliteration,0.0693,0.1412,20,0
20,mlp_out,zu,tier_4,transliteration,-0.1593,0.3097,20,0
21,residual,zu,tier_4,transliteration,-0.7105,1.3834,20,0
21,attn_out,zu,tier_4,transliteration,0.0386,0.0786,20,0
21,mlp_out,zu,tier_4,transliteration,-0.2443,0.4745,20,0
22,residual,zu,tier_4,transliteration,-0.5991,1.1639,20,0
22,attn_out,zu,tier_4,transliteration,-0.0369,0.0739,20,0
22,mlp_out,zu,tier_4,transliteration,0.0047,0.0148,20,0
23,residual,zu,tier_4,transliteration,-0.4982,0.965,20,0
23,attn_out,zu,tier_4,transliteration,0.0594,0.1191,20,0
23,mlp_out,zu,tier_4,transliteration,-0.1173,0.23,20,0
24,residual,zu,tier_4,transliteration,-0.0277,0.0459,20,0
24,attn_out,zu,tier_4,transliteration,-0.0469,0.0934,20,0
24,mlp_out,zu,tier_4,transliteration,-0.0626,0.1235,20,0
25,residual,zu,tier_4,transliteration,-0.0792,0.1491,20,0
25,attn_out,zu,tier_4,transliteration,-0.0557,0.1112,20,0
25,mlp_out,zu,tier_4,transliteration,-0.1015,0.2035,20,0
26,residual,zu,tier_4,transliteration,-0.0351,0.063,20,0
26,attn_out,zu,tier_4,transliteration,-0.0787,0.1546,20,0
26,mlp_out,zu,tier_4,transliteration,0.0123,0.0263,20,0
27,residual,zu,tier_4,transliteration,0.0044,0.0155,20,0
27,attn_out,zu,tier_4,transliteration,-0.0644,0.1282,20,0
27,mlp_out,zu,tier_4,transliteration,-0.0271,0.0535,20,0
28,residual,zu,tier_4,transliteration,0.0145,0.0371,20,0
28,attn_out,zu,tier_4,transliteration,-0.0232,0.0462,20,0
28,mlp_out,zu,tier_4,transliteration,-0.0403,0.0768,20,0
29,residual,zu,tier_4,transliteration,-0.0182,0.0357,20,0
29,attn_out,zu,tier_4,transliteration,0.0089,0.0182,20,0
29,mlp_out,zu,tier_4,transliteration,-0.027,0.0519,20,0
30,residual,zu,tier_4,transliteration,-0.0487,0.0952,20,0
30,attn_out,zu,tier_4,transliteration,-0.0351,0.0701,20,0
30,mlp_out,zu,tier_4,transliteration,-0.0287,0.0563,20,0
31,residual,zu,tier_4,transliteration,0.0,0.0,20,0
31,attn_out,zu,tier_4,transliteration,0.0,0.0,20,0
31,mlp_out,zu,tier_4,transliteration,0.0,0.0,20,0
0,residual,gd,tier_4,transliteration,-0.1712,0.2573,20,0
0,attn_out,gd,tier_4,transliteration,-0.073,0.0993,20,0
0,mlp_out,gd,tier_4,transliteration,-0.2132,0.304,20,0
1,residual,gd,tier_4,transliteration,-0.2334,0.232,20,0
1,attn_out,gd,tier_4,transliteration,-0.0664,0.1349,20,0
1,mlp_out,gd,tier_4,transliteration,-0.0154,0.0268,20,0
2,residual,gd,tier_4,transliteration,-0.1932,0.2201,20,0
2,attn_out,gd,tier_4,transliteration,-0.0236,0.0462,20,0
2,mlp_out,gd,tier_4,transliteration,-0.0642,0.0823,20,0
3,residual,gd,tier_4,transliteration,-0.2018,0.2125,20,0
3,attn_out,gd,tier_4,transliteration,0.0586,0.0968,20,0
3,mlp_out,gd,tier_4,transliteration,-0.1057,0.156,20,0
4,residual,gd,tier_4,transliteration,-0.1832,0.2367,20,0
4,attn_out,gd,tier_4,transliteration,-0.0041,0.0314,20,0
4,mlp_out,gd,tier_4,transliteration,-0.0263,0.067,20,0
5,residual,gd,tier_4,transliteration,-0.1111,0.267,20,0
5,attn_out,gd,tier_4,transliteration,0.0199,0.0527,20,0
5,mlp_out,gd,tier_4,transliteration,0.0158,0.1337,20,0
6,residual,gd,tier_4,transliteration,-0.1091,0.2637,20,0
6,attn_out,gd,tier_4,transliteration,0.0255,0.0476,20,0
6,mlp_out,gd,tier_4,transliteration,0.0298,0.0666,20,0
7,residual,gd,tier_4,transliteration,-0.0992,0.1572,20,0
7,attn_out,gd,tier_4,transliteration,0.0145,0.027,20,0
7,mlp_out,gd,tier_4,transliteration,0.0156,0.04,20,0
8,residual,gd,tier_4,transliteration,-0.1138,0.1473,20,0
8,attn_out,gd,tier_4,transliteration,0.014,0.0301,20,0
8,mlp_out,gd,tier_4,transliteration,0.0083,0.0481,20,0
9,residual,gd,tier_4,transliteration,-0.1058,0.1346,20,0
9,attn_out,gd,tier_4,transliteration,0.0176,0.0505,20,0
9,mlp_out,gd,tier_4,transliteration,-0.0089,0.0343,20,0
10,residual,gd,tier_4,transliteration,-0.1081,0.1276,20,0
10,attn_out,gd,tier_4,transliteration,-0.0105,0.0145,20,0
10,mlp_out,gd,tier_4,transliteration,0.0068,0.0146,20,0
11,residual,gd,tier_4,transliteration,-0.0604,0.1022,20,0
11,attn_out,gd,tier_4,transliteration,0.0226,0.0395,20,0
11,mlp_out,gd,tier_4,transliteration,0.012,0.0343,20,0
12,residual,gd,tier_4,transliteration,0.0028,0.0758,20,0
12,attn_out,gd,tier_4,transliteration,-0.0182,0.0164,20,0
12,mlp_out,gd,tier_4,transliteration,0.009,0.0436,20,0
13,residual,gd,tier_4,transliteration,-0.0447,0.1244,20,0
13,attn_out,gd,tier_4,transliteration,0.0032,0.0107,20,0
13,mlp_out,gd,tier_4,transliteration,-0.0044,0.0543,20,0
14,residual,gd,tier_4,transliteration,-0.0693,0.196,20,0
14,attn_out,gd,tier_4,transliteration,0.0048,0.0052,20,0
14,mlp_out,gd,tier_4,transliteration,-0.0047,0.0049,20,0
15,residual,gd,tier_4,transliteration,-0.0639,0.181,20,0
15,attn_out,gd,tier_4,transliteration,0.0039,0.0059,20,0
15,mlp_out,gd,tier_4,transliteration,-0.0217,0.0324,20,0
16,residual,gd,tier_4,transliteration,-0.104,0.2066,20,0
16,attn_out,gd,tier_4,transliteration,-0.0053,0.0083,20,0
16,mlp_out,gd,tier_4,transliteration,-0.0228,0.033,20,0
17,residual,gd,tier_4,transliteration,-0.0301,0.0295,20,0
17,attn_out,gd,tier_4,transliteration,0.0004,0.005,20,0
17,mlp_out,gd,tier_4,transliteration,-0.0065,0.0094,20,0
18,residual,gd,tier_4,transliteration,-0.0228,0.0506,20,0
18,attn_out,gd,tier_4,transliteration,-0.0031,0.0123,20,0
18,mlp_out,gd,tier_4,transliteration,-0.0127,0.0209,20,0
19,residual,gd,tier_4,transliteration,-0.0067,0.0247,20,0
19,attn_out,gd,tier_4,transliteration,-0.0009,0.0036,20,0
19,mlp_out,gd,tier_4,transliteration,-0.0016,0.0069,20,0
20,residual,gd,tier_4,transliteration,0.0108,0.0331,20,0
20,attn_out,gd,tier_4,transliteration,-0.0014,0.0036,20,0
20,mlp_out,gd,tier_4,transliteration,0.0021,0.0061,20,0
21,residual,gd,tier_4,transliteration,0.0135,0.0381,20,0
21,attn_out,gd,tier_4,transliteration,0.001,0.0034,20,0
21,mlp_out,gd,tier_4,transliteration,0.0036,0.008,20,0
22,residual,gd,tier_4,transliteration,0.0166,0.0268,20,0
22,attn_out,gd,tier_4,transliteration,-0.0007,0.0046,20,0
22,mlp_out,gd,tier_4,transliteration,0.0005,0.0053,20,0
23,residual,gd,tier_4,transliteration,0.0157,0.0324,20,0
23,attn_out,gd,tier_4,transliteration,0.0016,0.002,20,0
23,mlp_out,gd,tier_4,transliteration,-0.004,0.0022,20,0
24,residual,gd,tier_4,transliteration,0.0033,0.0036,20,0
24,attn_out,gd,tier_4,transliteration,0.0031,0.0029,20,0
24,mlp_out,gd,tier_4,transliteration,0.0012,0.0061,20,0
25,residual,gd,tier_4,transliteration,0.0035,0.0095,20,0
25,attn_out,gd,tier_4,transliteration,0.0003,0.0015,20,0
25,mlp_out,gd,tier_4,transliteration,-0.0012,0.0024,20,0
26,residual,gd,tier_4,transliteration,0.0045,0.0083,20,0
26,attn_out,gd,tier_4,transliteration,0.0019,0.0026,20,0
26,mlp_out,gd,tier_4,transliteration,0.0002,0.002,20,0
27,residual,gd,tier_4,transliteration,-0.0003,0.004,20,0
27,attn_out,gd,tier_4,transliteration,0.0002,0.002,20,0
27,mlp_out,gd,tier_4,transliteration,-0.0009,0.0015,20,0
28,residual,gd,tier_4,transliteration,-0.0021,0.0043,20,0
28,attn_out,gd,tier_4,transliteration,0.0035,0.0046,20,0
28,mlp_out,gd,tier_4,transliteration,-0.0014,0.0041,20,0
29,residual,gd,tier_4,transliteration,0.0011,0.0024,20,0
29,attn_out,gd,tier_4,transliteration,-0.0001,0.001,20,0
29,mlp_out,gd,tier_4,transliteration,0.0015,0.0023,20,0
30,residual,gd,tier_4,transliteration,0.0007,0.0027,20,0
30,attn_out,gd,tier_4,transliteration,-0.0003,0.0004,20,0
30,mlp_out,gd,tier_4,transliteration,0.0003,0.0017,20,0
31,residual,gd,tier_4,transliteration,0.0,0.0,20,0
31,attn_out,gd,tier_4,transliteration,0.0,0.0,20,0
31,mlp_out,gd,tier_4,transliteration,0.0,0.0,20,0
0,residual,gn,tier_4,transliteration,0.0252,0.0687,20,0
0,attn_out,gn,tier_4,transliteration,0.0012,0.0223,20,0
0,mlp_out,gn,tier_4,transliteration,0.0062,0.0453,20,0
1,residual,gn,tier_4,transliteration,0.0123,0.0503,20,0
1,attn_out,gn,tier_4,transliteration,0.0101,0.0257,20,0
1,mlp_out,gn,tier_4,transliteration,-0.007,0.0317,20,0
2,residual,gn,tier_4,transliteration,0.0174,0.0466,20,0
2,attn_out,gn,tier_4,transliteration,0.0042,0.0071,20,0
2,mlp_out,gn,tier_4,transliteration,0.0036,0.0104,20,0
3,residual,gn,tier_4,transliteration,0.0104,0.0489,20,0
3,attn_out,gn,tier_4,transliteration,0.0112,0.008,20,0
3,mlp_out,gn,tier_4,transliteration,0.0072,0.0209,20,0
4,residual,gn,tier_4,transliteration,0.0046,0.0515,20,0
4,attn_out,gn,tier_4,transliteration,-0.0022,0.0083,20,0
4,mlp_out,gn,tier_4,transliteration,-0.0061,0.0297,20,0
5,residual,gn,tier_4,transliteration,0.0001,0.0342,20,0
5,attn_out,gn,tier_4,transliteration,0.0035,0.0059,20,0
5,mlp_out,gn,tier_4,transliteration,-0.0158,0.0147,20,0
6,residual,gn,tier_4,transliteration,0.0014,0.0423,20,0
6,attn_out,gn,tier_4,transliteration,0.0018,0.0027,20,0
6,mlp_out,gn,tier_4,transliteration,-0.0197,0.0248,20,0
7,residual,gn,tier_4,transliteration,0.0031,0.0364,20,0
7,attn_out,gn,tier_4,transliteration,0.0002,0.0218,20,0
7,mlp_out,gn,tier_4,transliteration,-0.009,0.0132,20,0
8,residual,gn,tier_4,transliteration,0.0063,0.0305,20,0
8,attn_out,gn,tier_4,transliteration,0.0032,0.014,20,0
8,mlp_out,gn,tier_4,transliteration,-0.0202,0.0201,20,0
9,residual,gn,tier_4,transliteration,0.022,0.0263,20,0
9,attn_out,gn,tier_4,transliteration,-0.0094,0.0044,20,0
9,mlp_out,gn,tier_4,transliteration,-0.0042,0.0087,20,0
10,residual,gn,tier_4,transliteration,0.0193,0.0416,20,0
10,attn_out,gn,tier_4,transliteration,0.0001,0.0063,20,0
10,mlp_out,gn,tier_4,transliteration,-0.0059,0.0065,20,0
11,residual,gn,tier_4,transliteration,0.0299,0.034,20,0
11,attn_out,gn,tier_4,transliteration,-0.0001,0.0127,20,0
11,mlp_out,gn,tier_4,transliteration,-0.001,0.0097,20,0
12,residual,gn,tier_4,transliteration,0.0275,0.0354,20,0
12,attn_out,gn,tier_4,transliteration,-0.0004,0.0054,20,0
12,mlp_out,gn,tier_4,transliteration,-0.0108,0.0102,20,0
13,residual,gn,tier_4,transliteration,0.0353,0.036,20,0
13,attn_out,gn,tier_4,transliteration,0.0057,0.0051,20,0
13,mlp_out,gn,tier_4,transliteration,0.0037,0.0105,20,0
14,residual,gn,tier_4,transliteration,0.0452,0.0296,20,0
14,attn_out,gn,tier_4,transliteration,0.0008,0.0067,20,0
14,mlp_out,gn,tier_4,transliteration,0.0051,0.0055,20,0
15,residual,gn,tier_4,transliteration,0.0527,0.0191,20,0
15,attn_out,gn,tier_4,transliteration,-0.003,0.0014,20,0
15,mlp_out,gn,tier_4,transliteration,0.0009,0.0067,20,0
16,residual,gn,tier_4,transliteration,0.0491,0.0256,20,0
16,attn_out,gn,tier_4,transliteration,0.001,0.0035,20,0
16,mlp_out,gn,tier_4,transliteration,-0.0025,0.0078,20,0
17,residual,gn,tier_4,transliteration,0.0224,0.0301,20,0
17,attn_out,gn,tier_4,transliteration,0.0005,0.0005,20,0
17,mlp_out,gn,tier_4,transliteration,-0.0018,0.003,20,0
18,residual,gn,tier_4,transliteration,0.0193,0.0198,20,0
18,attn_out,gn,tier_4,transliteration,0.0002,0.0012,20,0
18,mlp_out,gn,tier_4,transliteration,-0.003,0.003,20,0
19,residual,gn,tier_4,transliteration,0.0172,0.0225,20,0
19,attn_out,gn,tier_4,transliteration,0.0007,0.0007,20,0
19,mlp_out,gn,tier_4,transliteration,0.0031,0.0011,20,0
20,residual,gn,tier_4,transliteration,0.0041,0.0181,20,0
20,attn_out,gn,tier_4,transliteration,0.0006,0.0015,20,0
20,mlp_out,gn,tier_4,transliteration,-0.0011,0.0015,20,0
21,residual,gn,tier_4,transliteration,0.0027,0.0135,20,0
21,attn_out,gn,tier_4,transliteration,0.0003,0.0007,20,0
21,mlp_out,gn,tier_4,transliteration,-0.0015,0.0029,20,0
22,residual,gn,tier_4,transliteration,0.0046,0.0122,20,0
22,attn_out,gn,tier_4,transliteration,0.0002,0.0016,20,0
22,mlp_out,gn,tier_4,transliteration,0.001,0.0032,20,0
23,residual,gn,tier_4,transliteration,0.0008,0.0039,20,0
23,attn_out,gn,tier_4,transliteration,0.0004,0.0006,20,0
23,mlp_out,gn,tier_4,transliteration,0.0018,0.002,20,0
24,residual,gn,tier_4,transliteration,0.0009,0.0026,20,0
24,attn_out,gn,tier_4,transliteration,0.0002,0.0027,20,0
24,mlp_out,gn,tier_4,transliteration,-0.0011,0.0008,20,0
25,residual,gn,tier_4,transliteration,0.0016,0.0011,20,0
25,attn_out,gn,tier_4,transliteration,0.0013,0.0013,20,0
25,mlp_out,gn,tier_4,transliteration,0.001,0.0007,20,0
26,residual,gn,tier_4,transliteration,0.0013,0.0017,20,0
26,attn_out,gn,tier_4,transliteration,0.0004,0.0008,20,0
26,mlp_out,gn,tier_4,transliteration,0.0006,0.0012,20,0
27,residual,gn,tier_4,transliteration,0.0014,0.0015,20,0
27,attn_out,gn,tier_4,transliteration,0.0004,0.001,20,0
27,mlp_out,gn,tier_4,transliteration,0.0005,0.0014,20,0
28,residual,gn,tier_4,transliteration,0.0006,0.0014,20,0
28,attn_out,gn,tier_4,transliteration,0.0001,0.0005,20,0
28,mlp_out,gn,tier_4,transliteration,-0.0002,0.0009,20,0
29,residual,gn,tier_4,transliteration,0.001,0.0014,20,0
29,attn_out,gn,tier_4,transliteration,-0.0002,0.0007,20,0
29,mlp_out,gn,tier_4,transliteration,0.0006,0.0006,20,0
30,residual,gn,tier_4,transliteration,-0.0004,0.0003,20,0
30,attn_out,gn,tier_4,transliteration,-0.0,0.0001,20,0
30,mlp_out,gn,tier_4,transliteration,-0.0001,0.0004,20,0
31,residual,gn,tier_4,transliteration,0.0,0.0,20,0
31,attn_out,gn,tier_4,transliteration,0.0,0.0,20,0
31,mlp_out,gn,tier_4,transliteration,0.0,0.0,20,0
0,residual,de,tier_1,code_switching,-0.0902,0.284,20,0
0,attn_out,de,tier_1,code_switching,0.1459,0.2645,20,0
0,mlp_out,de,tier_1,code_switching,-0.1185,0.2681,20,0
1,residual,de,tier_1,code_switching,-0.0082,0.2157,20,0
1,attn_out,de,tier_1,code_switching,0.056,0.0845,20,0
1,mlp_out,de,tier_1,code_switching,0.0997,0.0711,20,0
2,residual,de,tier_1,code_switching,-0.0204,0.2418,20,0
2,attn_out,de,tier_1,code_switching,-0.0363,0.0768,20,0
2,mlp_out,de,tier_1,code_switching,0.0658,0.1369,20,0
3,residual,de,tier_1,code_switching,0.0421,0.1722,20,0
3,attn_out,de,tier_1,code_switching,0.0392,0.0317,20,0
3,mlp_out,de,tier_1,code_switching,-0.0437,0.1031,20,0
4,residual,de,tier_1,code_switching,-0.0308,0.2614,20,0
4,attn_out,de,tier_1,code_switching,0.0398,0.0673,20,0
4,mlp_out,de,tier_1,code_switching,-0.0333,0.2043,20,0
5,residual,de,tier_1,code_switching,0.011,0.2475,20,0
5,attn_out,de,tier_1,code_switching,0.0465,0.0552,20,0
5,mlp_out,de,tier_1,code_switching,-0.0971,0.1738,20,0
6,residual,de,tier_1,code_switching,0.0614,0.2258,20,0
6,attn_out,de,tier_1,code_switching,0.0252,0.0548,20,0
6,mlp_out,de,tier_1,code_switching,0.0372,0.1182,20,0
7,residual,de,tier_1,code_switching,0.1416,0.1793,20,0
7,attn_out,de,tier_1,code_switching,0.0284,0.0375,20,0
7,mlp_out,de,tier_1,code_switching,-0.0621,0.1167,20,0
8,residual,de,tier_1,code_switching,0.1494,0.1795,20,0
8,attn_out,de,tier_1,code_switching,0.0047,0.0183,20,0
8,mlp_out,de,tier_1,code_switching,0.0062,0.1756,20,0
9,residual,de,tier_1,code_switching,0.088,0.206,20,0
9,attn_out,de,tier_1,code_switching,-0.014,0.0319,20,0
9,mlp_out,de,tier_1,code_switching,-0.0782,0.1907,20,0
10,residual,de,tier_1,code_switching,0.1132,0.1603,20,0
10,attn_out,de,tier_1,code_switching,0.0027,0.0239,20,0
10,mlp_out,de,tier_1,code_switching,-0.0016,0.0655,20,0
11,residual,de,tier_1,code_switching,0.1166,0.149,20,0
11,attn_out,de,tier_1,code_switching,-0.0034,0.0067,20,0
11,mlp_out,de,tier_1,code_switching,-0.037,0.1235,20,0
12,residual,de,tier_1,code_switching,0.0728,0.1155,20,0
12,attn_out,de,tier_1,code_switching,-0.003,0.0042,20,0
12,mlp_out,de,tier_1,code_switching,0.0391,0.0463,20,0
13,residual,de,tier_1,code_switching,0.0587,0.1123,20,0
13,attn_out,de,tier_1,code_switching,-0.0102,0.0187,20,0
13,mlp_out,de,tier_1,code_switching,0.0194,0.0434,20,0
14,residual,de,tier_1,code_switching,0.0542,0.0385,20,0
14,attn_out,de,tier_1,code_switching,-0.0017,0.0069,20,0
14,mlp_out,de,tier_1,code_switching,0.0368,0.0624,20,0
15,residual,de,tier_1,code_switching,0.0557,0.0503,20,0
15,attn_out,de,tier_1,code_switching,-0.01,0.021,20,0
15,mlp_out,de,tier_1,code_switching,0.0231,0.0258,20,0
16,residual,de,tier_1,code_switching,0.0587,0.0564,20,0
16,attn_out,de,tier_1,code_switching,-0.011,0.0133,20,0
16,mlp_out,de,tier_1,code_switching,0.0364,0.0533,20,0
17,residual,de,tier_1,code_switching,0.0224,0.0186,20,0
17,attn_out,de,tier_1,code_switching,-0.0041,0.0084,20,0
17,mlp_out,de,tier_1,code_switching,0.0059,0.0114,20,0
18,residual,de,tier_1,code_switching,0.024,0.0214,20,0
18,attn_out,de,tier_1,code_switching,-0.001,0.0031,20,0
18,mlp_out,de,tier_1,code_switching,0.0023,0.0033,20,0
19,residual,de,tier_1,code_switching,0.0235,0.0211,20,0
19,attn_out,de,tier_1,code_switching,0.0011,0.0014,20,0
19,mlp_out,de,tier_1,code_switching,0.0196,0.0239,20,0
20,residual,de,tier_1,code_switching,0.0097,0.0126,20,0
20,attn_out,de,tier_1,code_switching,0.0629,0.1405,20,0
20,mlp_out,de,tier_1,code_switching,-0.0055,0.0152,20,0
21,residual,de,tier_1,code_switching,-0.0301,0.0811,20,0
21,attn_out,de,tier_1,code_switching,0.0039,0.0062,20,0
21,mlp_out,de,tier_1,code_switching,-0.0018,0.0095,20,0
22,residual,de,tier_1,code_switching,-0.0362,0.0871,20,0
22,attn_out,de,tier_1,code_switching,-0.0,0.0011,20,0
22,mlp_out,de,tier_1,code_switching,0.0045,0.0076,20,0
23,residual,de,tier_1,code_switching,-0.0284,0.0696,20,0
23,attn_out,de,tier_1,code_switching,0.0035,0.0065,20,0
23,mlp_out,de,tier_1,code_switching,0.0055,0.0113,20,0
24,residual,de,tier_1,code_switching,-0.0267,0.0618,20,0
24,attn_out,de,tier_1,code_switching,0.0018,0.002,20,0
24,mlp_out,de,tier_1,code_switching,0.0067,0.0097,20,0
25,residual,de,tier_1,code_switching,-0.0285,0.0609,20,0
25,attn_out,de,tier_1,code_switching,0.0018,0.003,20,0
25,mlp_out,de,tier_1,code_switching,0.0045,0.0081,20,0
26,residual,de,tier_1,code_switching,-0.0321,0.0663,20,0
26,attn_out,de,tier_1,code_switching,-0.001,0.0008,20,0
26,mlp_out,de,tier_1,code_switching,-0.0026,0.0066,20,0
27,residual,de,tier_1,code_switching,-0.0207,0.047,20,0
27,attn_out,de,tier_1,code_switching,0.0004,0.0005,20,0
27,mlp_out,de,tier_1,code_switching,0.0017,0.001,20,0
28,residual,de,tier_1,code_switching,-0.0082,0.0219,20,0
28,attn_out,de,tier_1,code_switching,-0.0007,0.0012,20,0
28,mlp_out,de,tier_1,code_switching,0.0034,0.008,20,0
29,residual,de,tier_1,code_switching,0.0029,0.0024,20,0
29,attn_out,de,tier_1,code_switching,0.0026,0.0032,20,0
29,mlp_out,de,tier_1,code_switching,0.0016,0.0036,20,0
30,residual,de,tier_1,code_switching,0.0067,0.0064,20,0
30,attn_out,de,tier_1,code_switching,-0.0001,0.0005,20,0
30,mlp_out,de,tier_1,code_switching,-0.0014,0.0008,20,0
31,residual,de,tier_1,code_switching,0.0,0.0,20,0
31,attn_out,de,tier_1,code_switching,0.0,0.0,20,0
31,mlp_out,de,tier_1,code_switching,0.0,0.0,20,0
0,residual,fr,tier_1,code_switching,0.0154,0.7923,20,0
0,attn_out,fr,tier_1,code_switching,-0.4861,0.854,20,0
0,mlp_out,fr,tier_1,code_switching,0.0796,0.583,20,0
1,residual,fr,tier_1,code_switching,0.3497,0.3252,20,0
1,attn_out,fr,tier_1,code_switching,0.1473,0.3462,20,0
1,mlp_out,fr,tier_1,code_switching,-0.1154,0.3715,20,0
2,residual,fr,tier_1,code_switching,0.3943,0.3122,20,0
2,attn_out,fr,tier_1,code_switching,-0.041,0.1375,20,0
2,mlp_out,fr,tier_1,code_switching,0.2889,0.4941,20,0
3,residual,fr,tier_1,code_switching,0.2615,0.3861,20,0
3,attn_out,fr,tier_1,code_switching,-0.1772,0.3278,20,0
3,mlp_out,fr,tier_1,code_switching,0.0235,0.0248,20,0
4,residual,fr,tier_1,code_switching,0.3611,0.2788,20,0
4,attn_out,fr,tier_1,code_switching,0.0644,0.1074,20,0
4,mlp_out,fr,tier_1,code_switching,-0.0747,0.81,20,0
5,residual,fr,tier_1,code_switching,0.1988,0.4734,20,0
5,attn_out,fr,tier_1,code_switching,0.0261,0.2491,20,0
5,mlp_out,fr,tier_1,code_switching,0.5643,0.6586,20,0
6,residual,fr,tier_1,code_switching,0.2601,0.388,20,0
6,attn_out,fr,tier_1,code_switching,0.2405,0.4691,20,0
6,mlp_out,fr,tier_1,code_switching,0.2689,0.1957,20,0
7,residual,fr,tier_1,code_switching,0.1977,0.3962,20,0
7,attn_out,fr,tier_1,code_switching,0.2753,0.4372,20,0
7,mlp_out,fr,tier_1,code_switching,0.0586,0.1335,20,0
8,residual,fr,tier_1,code_switching,0.1972,0.3857,20,0
8,attn_out,fr,tier_1,code_switching,0.0084,0.0657,20,0
8,mlp_out,fr,tier_1,code_switching,0.3284,0.2467,20,0
9,residual,fr,tier_1,code_switching,0.2843,0.2055,20,0
9,attn_out,fr,tier_1,code_switching,0.0446,0.07,20,0
9,mlp_out,fr,tier_1,code_switching,0.1152,0.3291,20,0
10,residual,fr,tier_1,code_switching,0.2392,0.2369,20,0
10,attn_out,fr,tier_1,code_switching,0.0172,0.0499,20,0
10,mlp_out,fr,tier_1,code_switching,0.0735,0.0904,20,0
11,residual,fr,tier_1,code_switching,0.145,0.382,20,0
11,attn_out,fr,tier_1,code_switching,0.0478,0.1042,20,0
11,mlp_out,fr,tier_1,code_switching,0.1505,0.1546,20,0
12,residual,fr,tier_1,code_switching,0.0862,0.4373,20,0
12,attn_out,fr,tier_1,code_switching,0.0292,0.0972,20,0
12,mlp_out,fr,tier_1,code_switching,0.0183,0.0114,20,0
13,residual,fr,tier_1,code_switching,0.104,0.3707,20,0
13,attn_out,fr,tier_1,code_switching,0.0202,0.0425,20,0
13,mlp_out,fr,tier_1,code_switching,0.0226,0.0209,20,0
14,residual,fr,tier_1,code_switching,0.0231,0.5017,20,0
14,attn_out,fr,tier_1,code_switching,-0.0107,0.0134,20,0
14,mlp_out,fr,tier_1,code_switching,0.117,0.1055,20,0
15,residual,fr,tier_1,code_switching,0.0871,0.3454,20,0
15,attn_out,fr,tier_1,code_switching,0.0061,0.0185,20,0
15,mlp_out,fr,tier_1,code_switching,0.0249,0.0444,20,0
16,residual,fr,tier_1,code_switching,0.0497,0.3929,20,0
16,attn_out,fr,tier_1,code_switching,0.0081,0.0175,20,0
16,mlp_out,fr,tier_1,code_switching,0.0622,0.0571,20,0
17,residual,fr,tier_1,code_switching,-0.0473,0.2346,20,0
17,attn_out,fr,tier_1,code_switching,0.0107,0.0207,20,0
17,mlp_out,fr,tier_1,code_switching,0.0751,0.1336,20,0
18,residual,fr,tier_1,code_switching,-0.0445,0.1641,20,0
18,attn_out,fr,tier_1,code_switching,0.0074,0.0152,20,0
18,mlp_out,fr,tier_1,code_switching,-0.0026,0.004,20,0
19,residual,fr,tier_1,code_switching,-0.0322,0.1122,20,0
19,attn_out,fr,tier_1,code_switching,0.004,0.0063,20,0
19,mlp_out,fr,tier_1,code_switching,0.0104,0.0259,20,0
20,residual,fr,tier_1,code_switching,0.0132,0.039,20,0
20,attn_out,fr,tier_1,code_switching,0.0005,0.0018,20,0
20,mlp_out,fr,tier_1,code_switching,-0.0018,0.0107,20,0
21,residual,fr,tier_1,code_switching,-0.0207,0.1019,20,0
21,attn_out,fr,tier_1,code_switching,-0.0141,0.0317,20,0
