layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
12,residual,es,tier_1,code_switching,0.1562,0.4576,20,0
12,attn_out,es,tier_1,code_switching,-0.0015,0.0735,20,0
12,mlp_out,es,tier_1,code_switching,0.0498,0.0509,20,0
13,residual,es,tier_1,code_switching,0.1305,0.4354,20,0
13,attn_out,es,tier_1,code_switching,0.0094,0.0349,20,0
13,mlp_out,es,tier_1,code_switching,0.1518,0.0954,20,0
14,residual,es,tier_1,code_switching,0.0528,0.3977,20,0
14,attn_out,es,tier_1,code_switching,0.0311,0.0584,20,0
14,mlp_out,es,tier_1,code_switching,0.1197,0.1549,20,0
15,residual,es,tier_1,code_switching,0.0667,0.2957,20,0
15,attn_out,es,tier_1,code_switching,0.0107,0.0361,20,0
15,mlp_out,es,tier_1,code_switching,-0.0256,0.088,20,0
16,residual,es,tier_1,code_switching,0.0527,0.2988,20,0
16,attn_out,es,tier_1,code_switching,-0.0021,0.0172,20,0
16,mlp_out,es,tier_1,code_switching,-0.0256,0.1347,20,0
17,residual,es,tier_1,code_switching,-0.0364,0.1791,20,0
17,attn_out,es,tier_1,code_switching,-0.0054,0.0071,20,0
17,mlp_out,es,tier_1,code_switching,0.006,0.0204,20,0
18,residual,es,tier_1,code_switching,-0.0114,0.1038,20,0
18,attn_out,es,tier_1,code_switching,-0.005,0.0035,20,0
18,mlp_out,es,tier_1,code_switching,-0.0052,0.0608,20,0
19,residual,es,tier_1,code_switching,-0.0059,0.0909,20,0
19,attn_out,es,tier_1,code_switching,-0.0061,0.0193,20,0
19,mlp_out,es,tier_1,code_switching,-0.018,0.0285,20,0
20,residual,es,tier_1,code_switching,-0.0599,0.1536,20,0
20,attn_out,es,tier_1,code_switching,-0.0206,0.0263,20,0
20,mlp_out,es,tier_1,code_switching,-0.0158,0.0315,20,0
21,residual,es,tier_1,code_switching,-0.0634,0.1592,20,0
21,attn_out,es,tier_1,code_switching,-0.0106,0.011,20,0
21,mlp_out,es,tier_1,code_switching,-0.0185,0.0231,20,0
22,residual,es,tier_1,code_switching,-0.0585,0.1339,20,0
22,attn_out,es,tier_1,code_switching,-0.0023,0.0091,20,0
22,mlp_out,es,tier_1,code_switching,-0.0292,0.0409,20,0
23,residual,es,tier_1,code_switching,-0.0498,0.1292,20,0
23,attn_out,es,tier_1,code_switching,-0.0024,0.0041,20,0
23,mlp_out,es,tier_1,code_switching,-0.0253,0.0458,20,0
24,residual,es,tier_1,code_switching,-0.0645,0.1185,20,0
24,attn_out,es,tier_1,code_switching,0.0102,0.0118,20,0
24,mlp_out,es,tier_1,code_switching,-0.0449,0.0813,20,0
25,residual,es,tier_1,code_switching,-0.0463,0.0924,20,0
25,attn_out,es,tier_1,code_switching,-0.0103,0.0123,20,0
25,mlp_out,es,tier_1,code_switching,-0.0251,0.04,20,0
26,residual,es,tier_1,code_switching,-0.0495,0.1084,20,0
26,attn_out,es,tier_1,code_switching,0.0014,0.0051,20,0
26,mlp_out,es,tier_1,code_switching,-0.0296,0.0499,20,0
27,residual,es,tier_1,code_switching,-0.0339,0.0967,20,0
27,attn_out,es,tier_1,code_switching,0.0081,0.0124,20,0
27,mlp_out,es,tier_1,code_switching,-0.0503,0.0871,20,0
28,residual,es,tier_1,code_switching,-0.0493,0.1109,20,0
28,attn_out,es,tier_1,code_switching,0.007,0.0132,20,0
28,mlp_out,es,tier_1,code_switching,0.0004,0.0041,20,0
29,residual,es,tier_1,code_switching,-0.0435,0.0928,20,0
29,attn_out,es,tier_1,code_switching,-0.0027,0.0028,20,0
29,mlp_out,es,tier_1,code_switching,0.0018,0.0017,20,0
30,residual,es,tier_1,code_switching,-0.0638,0.1339,20,0
30,attn_out,es,tier_1,code_switching,0.0036,0.0072,20,0
30,mlp_out,es,tier_1,code_switching,0.0184,0.0356,20,0
31,residual,es,tier_1,code_switching,0.0,0.0,20,0
31,attn_out,es,tier_1,code_switching,0.0,0.0,20,0
31,mlp_out,es,tier_1,code_switching,0.0,0.0,20,0
0,residual,ar,tier_2,code_switching,0.1802,0.2111,20,0
0,attn_out,ar,tier_2,code_switching,0.0146,0.2596,20,0
0,mlp_out,ar,tier_2,code_switching,0.0486,0.0815,20,0
1,residual,ar,tier_2,code_switching,0.117,0.0812,20,0
1,attn_out,ar,tier_2,code_switching,0.0236,0.0128,20,0
1,mlp_out,ar,tier_2,code_switching,0.1046,0.1207,20,0
2,residual,ar,tier_2,code_switching,0.117,0.1102,20,0
2,attn_out,ar,tier_2,code_switching,0.0108,0.0121,20,0
2,mlp_out,ar,tier_2,code_switching,0.006,0.0172,20,0
3,residual,ar,tier_2,code_switching,0.1095,0.138,20,0
3,attn_out,ar,tier_2,code_switching,0.0051,0.0242,20,0
3,mlp_out,ar,tier_2,code_switching,-0.0117,0.0578,20,0
4,residual,ar,tier_2,code_switching,0.1095,0.1362,20,0
4,attn_out,ar,tier_2,code_switching,-0.0088,0.0105,20,0
4,mlp_out,ar,tier_2,code_switching,0.0233,0.0108,20,0
5,residual,ar,tier_2,code_switching,0.101,0.1478,20,0
5,attn_out,ar,tier_2,code_switching,0.0241,0.0343,20,0
5,mlp_out,ar,tier_2,code_switching,-0.0601,0.0511,20,0
6,residual,ar,tier_2,code_switching,0.1157,0.1485,20,0
6,attn_out,ar,tier_2,code_switching,0.0089,0.0072,20,0
6,mlp_out,ar,tier_2,code_switching,-0.0169,0.0456,20,0
7,residual,ar,tier_2,code_switching,0.1278,0.1403,20,0
7,attn_out,ar,tier_2,code_switching,0.0137,0.0196,20,0
7,mlp_out,ar,tier_2,code_switching,-0.0041,0.0223,20,0
8,residual,ar,tier_2,code_switching,0.1278,0.1422,20,0
8,attn_out,ar,tier_2,code_switching,0.0002,0.006,20,0
8,mlp_out,ar,tier_2,code_switching,0.0196,0.0368,20,0
9,residual,ar,tier_2,code_switching,0.1083,0.112,20,0
9,attn_out,ar,tier_2,code_switching,-0.0053,0.0111,20,0
9,mlp_out,ar,tier_2,code_switching,-0.0081,0.0117,20,0
10,residual,ar,tier_2,code_switching,0.0962,0.0937,20,0
10,attn_out,ar,tier_2,code_switching,-0.0008,0.0066,20,0
10,mlp_out,ar,tier_2,code_switching,0.011,0.0187,20,0
11,residual,ar,tier_2,code_switching,0.1035,0.0745,20,0
11,attn_out,ar,tier_2,code_switching,0.0087,0.0099,20,0
11,mlp_out,ar,tier_2,code_switching,0.0052,0.0055,20,0
12,residual,ar,tier_2,code_switching,0.0744,0.0625,20,0
12,attn_out,ar,tier_2,code_switching,0.0001,0.0108,20,0
12,mlp_out,ar,tier_2,code_switching,0.0206,0.0241,20,0
13,residual,ar,tier_2,code_switching,0.0553,0.0608,20,0
13,attn_out,ar,tier_2,code_switching,-0.0002,0.0027,20,0
13,mlp_out,ar,tier_2,code_switching,0.0059,0.0133,20,0
14,residual,ar,tier_2,code_switching,0.0482,0.0496,20,0
14,attn_out,ar,tier_2,code_switching,0.0019,0.0035,20,0
14,mlp_out,ar,tier_2,code_switching,0.0139,0.0119,20,0
15,residual,ar,tier_2,code_switching,0.0406,0.0429,20,0
15,attn_out,ar,tier_2,code_switching,0.0006,0.0034,20,0
15,mlp_out,ar,tier_2,code_switching,0.0062,0.0102,20,0
16,residual,ar,tier_2,code_switching,0.0418,0.0365,20,0
16,attn_out,ar,tier_2,code_switching,-0.0003,0.0032,20,0
16,mlp_out,ar,tier_2,code_switching,0.0024,0.006,20,0
17,residual,ar,tier_2,code_switching,0.0307,0.0224,20,0
17,attn_out,ar,tier_2,code_switching,0.0016,0.0021,20,0
17,mlp_out,ar,tier_2,code_switching,-0.0046,0.0058,20,0
18,residual,ar,tier_2,code_switching,0.0322,0.0252,20,0
18,attn_out,ar,tier_2,code_switching,0.0038,0.0035,20,0
18,mlp_out,ar,tier_2,code_switching,-0.0012,0.0063,20,0
19,residual,ar,tier_2,code_switching,0.0263,0.0235,20,0
19,attn_out,ar,tier_2,code_switching,0.0017,0.0014,20,0
19,mlp_out,ar,tier_2,code_switching,0.0047,0.0069,20,0
20,residual,ar,tier_2,code_switching,0.0182,0.0257,20,0
20,attn_out,ar,tier_2,code_switching,0.0068,0.0082,20,0
20,mlp_out,ar,tier_2,code_switching,-0.0042,0.006,20,0
21,residual,ar,tier_2,code_switching,0.0189,0.0235,20,0
21,attn_out,ar,tier_2,code_switching,0.0012,0.0015,20,0
21,mlp_out,ar,tier_2,code_switching,0.0035,0.0067,20,0
22,residual,ar,tier_2,code_switching,0.0171,0.0229,20,0
22,attn_out,ar,tier_2,code_switching,-0.0003,0.0007,20,0
22,mlp_out,ar,tier_2,code_switching,0.0002,0.0031,20,0
23,residual,ar,tier_2,code_switching,0.0106,0.0213,20,0
23,attn_out,ar,tier_2,code_switching,0.0017,0.0022,20,0
23,mlp_out,ar,tier_2,code_switching,0.0023,0.0027,20,0
24,residual,ar,tier_2,code_switching,0.0089,0.0181,20,0
24,attn_out,ar,tier_2,code_switching,0.0014,0.002,20,0
24,mlp_out,ar,tier_2,code_switching,0.0029,0.006,20,0
25,residual,ar,tier_2,code_switching,0.0037,0.0157,20,0
25,attn_out,ar,tier_2,code_switching,0.0011,0.0015,20,0
25,mlp_out,ar,tier_2,code_switching,-0.0019,0.0013,20,0
26,residual,ar,tier_2,code_switching,0.0045,0.0131,20,0
26,attn_out,ar,tier_2,code_switching,-0.0009,0.0007,20,0
26,mlp_out,ar,tier_2,code_switching,0.0007,0.0035,20,0
27,residual,ar,tier_2,code_switching,0.0035,0.0079,20,0
27,attn_out,ar,tier_2,code_switching,-0.0002,0.0008,20,0
27,mlp_out,ar,tier_2,code_switching,0.0021,0.0031,20,0
28,residual,ar,tier_2,code_switching,-0.0001,0.0039,20,0
28,attn_out,ar,tier_2,code_switching,-0.0003,0.0006,20,0
28,mlp_out,ar,tier_2,code_switching,0.0005,0.0015,20,0
29,residual,ar,tier_2,code_switching,0.0021,0.0021,20,0
29,attn_out,ar,tier_2,code_switching,0.0006,0.0012,20,0
29,mlp_out,ar,tier_2,code_switching,-0.0009,0.0013,20,0
30,residual,ar,tier_2,code_switching,0.0014,0.0011,20,0
30,attn_out,ar,tier_2,code_switching,0.0001,0.0002,20,0
30,mlp_out,ar,tier_2,code_switching,0.0012,0.0017,20,0
31,residual,ar,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ar,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ar,tier_2,code_switching,0.0,0.0,20,0
0,residual,ru,tier_2,code_switching,0.2463,0.3341,20,0
0,attn_out,ru,tier_2,code_switching,0.0335,0.0686,20,0
0,mlp_out,ru,tier_2,code_switching,0.1845,0.2392,20,0
1,residual,ru,tier_2,code_switching,0.1876,0.1729,20,0
1,attn_out,ru,tier_2,code_switching,-0.0117,0.0509,20,0
1,mlp_out,ru,tier_2,code_switching,0.0364,0.0446,20,0
2,residual,ru,tier_2,code_switching,0.1727,0.1429,20,0
2,attn_out,ru,tier_2,code_switching,0.0049,0.0165,20,0
2,mlp_out,ru,tier_2,code_switching,-0.0323,0.043,20,0
3,residual,ru,tier_2,code_switching,0.1774,0.155,20,0
3,attn_out,ru,tier_2,code_switching,0.0041,0.0253,20,0
3,mlp_out,ru,tier_2,code_switching,0.0072,0.0132,20,0
4,residual,ru,tier_2,code_switching,0.158,0.1117,20,0
4,attn_out,ru,tier_2,code_switching,-0.0143,0.0263,20,0
4,mlp_out,ru,tier_2,code_switching,0.0917,0.0482,20,0
5,residual,ru,tier_2,code_switching,0.1098,0.0442,20,0
5,attn_out,ru,tier_2,code_switching,-0.011,0.0472,20,0
5,mlp_out,ru,tier_2,code_switching,0.0277,0.0246,20,0
6,residual,ru,tier_2,code_switching,0.1122,0.0412,20,0
6,attn_out,ru,tier_2,code_switching,0.0013,0.0317,20,0
6,mlp_out,ru,tier_2,code_switching,-0.0094,0.0566,20,0
7,residual,ru,tier_2,code_switching,0.1315,0.1063,20,0
7,attn_out,ru,tier_2,code_switching,-0.0085,0.0343,20,0
7,mlp_out,ru,tier_2,code_switching,-0.0043,0.0207,20,0
8,residual,ru,tier_2,code_switching,0.1537,0.1374,20,0
8,attn_out,ru,tier_2,code_switching,-0.0106,0.0163,20,0
8,mlp_out,ru,tier_2,code_switching,-0.0002,0.0315,20,0
9,residual,ru,tier_2,code_switching,0.0816,0.034,20,0
9,attn_out,ru,tier_2,code_switching,-0.0034,0.008,20,0
9,mlp_out,ru,tier_2,code_switching,-0.0095,0.0303,20,0
10,residual,ru,tier_2,code_switching,0.0736,0.045,20,0
10,attn_out,ru,tier_2,code_switching,-0.0052,0.009,20,0
10,mlp_out,ru,tier_2,code_switching,0.0117,0.007,20,0
11,residual,ru,tier_2,code_switching,0.0801,0.0605,20,0
11,attn_out,ru,tier_2,code_switching,0.0053,0.0076,20,0
11,mlp_out,ru,tier_2,code_switching,0.0139,0.0127,20,0
12,residual,ru,tier_2,code_switching,0.0658,0.0679,20,0
12,attn_out,ru,tier_2,code_switching,-0.0082,0.0095,20,0
12,mlp_out,ru,tier_2,code_switching,0.0168,0.0215,20,0
13,residual,ru,tier_2,code_switching,0.0528,0.0636,20,0
13,attn_out,ru,tier_2,code_switching,-0.0035,0.0046,20,0
13,mlp_out,ru,tier_2,code_switching,0.008,0.0121,20,0
14,residual,ru,tier_2,code_switching,0.0404,0.0524,20,0
14,attn_out,ru,tier_2,code_switching,-0.0018,0.0047,20,0
14,mlp_out,ru,tier_2,code_switching,0.015,0.0338,20,0
15,residual,ru,tier_2,code_switching,0.0298,0.0411,20,0
15,attn_out,ru,tier_2,code_switching,0.0021,0.0015,20,0
15,mlp_out,ru,tier_2,code_switching,0.0115,0.0319,20,0
16,residual,ru,tier_2,code_switching,0.0321,0.0423,20,0
16,attn_out,ru,tier_2,code_switching,-0.0059,0.0146,20,0
16,mlp_out,ru,tier_2,code_switching,0.0039,0.0053,20,0
17,residual,ru,tier_2,code_switching,0.037,0.0597,20,0
17,attn_out,ru,tier_2,code_switching,-0.0026,0.0032,20,0
17,mlp_out,ru,tier_2,code_switching,0.0166,0.0262,20,0
18,residual,ru,tier_2,code_switching,0.0378,0.0627,20,0
18,attn_out,ru,tier_2,code_switching,-0.0047,0.0078,20,0
18,mlp_out,ru,tier_2,code_switching,0.0122,0.0265,20,0
19,residual,ru,tier_2,code_switching,0.0352,0.0565,20,0
19,attn_out,ru,tier_2,code_switching,-0.0025,0.0052,20,0
19,mlp_out,ru,tier_2,code_switching,0.0036,0.0049,20,0
20,residual,ru,tier_2,code_switching,-0.0026,0.0114,20,0
20,attn_out,ru,tier_2,code_switching,-0.0032,0.004,20,0
20,mlp_out,ru,tier_2,code_switching,-0.0036,0.009,20,0
21,residual,ru,tier_2,code_switching,-0.0027,0.0071,20,0
21,attn_out,ru,tier_2,code_switching,0.0006,0.0019,20,0
21,mlp_out,ru,tier_2,code_switching,-0.0029,0.0031,20,0
22,residual,ru,tier_2,code_switching,-0.0068,0.0121,20,0
22,attn_out,ru,tier_2,code_switching,0.0008,0.0026,20,0
22,mlp_out,ru,tier_2,code_switching,-0.0019,0.0017,20,0
23,residual,ru,tier_2,code_switching,-0.0048,0.0083,20,0
23,attn_out,ru,tier_2,code_switching,0.0,0.0013,20,0
23,mlp_out,ru,tier_2,code_switching,-0.0006,0.004,20,0
24,residual,ru,tier_2,code_switching,-0.0052,0.0072,20,0
24,attn_out,ru,tier_2,code_switching,-0.0006,0.0005,20,0
24,mlp_out,ru,tier_2,code_switching,-0.0009,0.0026,20,0
25,residual,ru,tier_2,code_switching,-0.0051,0.0086,20,0
25,attn_out,ru,tier_2,code_switching,-0.0003,0.0005,20,0
25,mlp_out,ru,tier_2,code_switching,-0.0002,0.0011,20,0
26,residual,ru,tier_2,code_switching,-0.0053,0.01,20,0
26,attn_out,ru,tier_2,code_switching,-0.001,0.001,20,0
26,mlp_out,ru,tier_2,code_switching,-0.0016,0.0019,20,0
27,residual,ru,tier_2,code_switching,-0.0026,0.0038,20,0
27,attn_out,ru,tier_2,code_switching,-0.0001,0.0005,20,0
27,mlp_out,ru,tier_2,code_switching,-0.0005,0.0006,20,0
28,residual,ru,tier_2,code_switching,-0.0004,0.0065,20,0
28,attn_out,ru,tier_2,code_switching,-0.0002,0.0003,20,0
28,mlp_out,ru,tier_2,code_switching,0.0,0.0012,20,0
29,residual,ru,tier_2,code_switching,0.0015,0.004,20,0
29,attn_out,ru,tier_2,code_switching,0.0005,0.0013,20,0
29,mlp_out,ru,tier_2,code_switching,-0.0008,0.0009,20,0
30,residual,ru,tier_2,code_switching,0.0017,0.0029,20,0
30,attn_out,ru,tier_2,code_switching,0.0001,0.0001,20,0
30,mlp_out,ru,tier_2,code_switching,0.0004,0.0008,20,0
31,residual,ru,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ru,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ru,tier_2,code_switching,0.0,0.0,20,0
0,residual,ko,tier_2,code_switching,0.483,0.8661,20,0
0,attn_out,ko,tier_2,code_switching,0.0039,0.1113,20,0
0,mlp_out,ko,tier_2,code_switching,0.5546,1.0996,20,0
1,residual,ko,tier_2,code_switching,0.4646,0.7621,20,0
1,attn_out,ko,tier_2,code_switching,0.1122,0.1945,20,0
1,mlp_out,ko,tier_2,code_switching,0.0526,0.0598,20,0
2,residual,ko,tier_2,code_switching,0.592,0.9712,20,0
2,attn_out,ko,tier_2,code_switching,0.0704,0.0829,20,0
2,mlp_out,ko,tier_2,code_switching,0.1168,0.1849,20,0
3,residual,ko,tier_2,code_switching,0.4332,0.5666,20,0
3,attn_out,ko,tier_2,code_switching,-0.0258,0.1815,20,0
3,mlp_out,ko,tier_2,code_switching,-0.0192,0.0321,20,0
4,residual,ko,tier_2,code_switching,0.4451,0.5651,20,0
4,attn_out,ko,tier_2,code_switching,0.0064,0.0116,20,0
4,mlp_out,ko,tier_2,code_switching,0.0584,0.0295,20,0
5,residual,ko,tier_2,code_switching,0.4319,0.4263,20,0
5,attn_out,ko,tier_2,code_switching,0.0947,0.0655,20,0
5,mlp_out,ko,tier_2,code_switching,0.0008,0.0256,20,0
6,residual,ko,tier_2,code_switching,0.438,0.4017,20,0
6,attn_out,ko,tier_2,code_switching,0.0589,0.0836,20,0
6,mlp_out,ko,tier_2,code_switching,0.1594,0.1823,20,0
7,residual,ko,tier_2,code_switching,0.4433,0.4405,20,0
7,attn_out,ko,tier_2,code_switching,0.0197,0.0287,20,0
7,mlp_out,ko,tier_2,code_switching,0.0335,0.0699,20,0
8,residual,ko,tier_2,code_switching,0.4791,0.5172,20,0
8,attn_out,ko,tier_2,code_switching,0.0081,0.017,20,0
8,mlp_out,ko,tier_2,code_switching,0.087,0.0956,20,0
9,residual,ko,tier_2,code_switching,0.2973,0.2817,20,0
9,attn_out,ko,tier_2,code_switching,0.0397,0.0666,20,0
9,mlp_out,ko,tier_2,code_switching,0.1063,0.1976,20,0
10,residual,ko,tier_2,code_switching,0.2368,0.2435,20,0
10,attn_out,ko,tier_2,code_switching,-0.0067,0.0395,20,0
10,mlp_out,ko,tier_2,code_switching,-0.0329,0.0388,20,0
11,residual,ko,tier_2,code_switching,0.2486,0.2806,20,0
11,attn_out,ko,tier_2,code_switching,-0.0142,0.0318,20,0
11,mlp_out,ko,tier_2,code_switching,-0.007,0.0224,20,0
12,residual,ko,tier_2,code_switching,0.2348,0.32,20,0
12,attn_out,ko,tier_2,code_switching,0.0056,0.0267,20,0
12,mlp_out,ko,tier_2,code_switching,0.0114,0.0246,20,0
13,residual,ko,tier_2,code_switching,0.2955,0.4601,20,0
13,attn_out,ko,tier_2,code_switching,-0.0014,0.0042,20,0
13,mlp_out,ko,tier_2,code_switching,0.0491,0.0976,20,0
14,residual,ko,tier_2,code_switching,0.2374,0.4019,20,0
14,attn_out,ko,tier_2,code_switching,-0.0043,0.006,20,0
14,mlp_out,ko,tier_2,code_switching,-0.0124,0.0264,20,0
15,residual,ko,tier_2,code_switching,0.2665,0.4844,20,0
15,attn_out,ko,tier_2,code_switching,0.0018,0.0045,20,0
15,mlp_out,ko,tier_2,code_switching,-0.0325,0.065,20,0
16,residual,ko,tier_2,code_switching,0.2927,0.5374,20,0
16,attn_out,ko,tier_2,code_switching,-0.0018,0.0034,20,0
16,mlp_out,ko,tier_2,code_switching,0.0068,0.0136,20,0
17,residual,ko,tier_2,code_switching,0.2491,0.4882,20,0
17,attn_out,ko,tier_2,code_switching,0.0052,0.0099,20,0
17,mlp_out,ko,tier_2,code_switching,0.0099,0.0209,20,0
18,residual,ko,tier_2,code_switching,0.267,0.5296,20,0
18,attn_out,ko,tier_2,code_switching,-0.015,0.0326,20,0
18,mlp_out,ko,tier_2,code_switching,-0.0398,0.0803,20,0
19,residual,ko,tier_2,code_switching,0.2845,0.5542,20,0
19,attn_out,ko,tier_2,code_switching,0.01,0.0177,20,0
19,mlp_out,ko,tier_2,code_switching,0.0313,0.0605,20,0
20,residual,ko,tier_2,code_switching,0.3258,0.6505,20,0
20,attn_out,ko,tier_2,code_switching,-0.0054,0.0045,20,0
20,mlp_out,ko,tier_2,code_switching,0.0204,0.0406,20,0
21,residual,ko,tier_2,code_switching,0.3052,0.5961,20,0
21,attn_out,ko,tier_2,code_switching,-0.0058,0.0122,20,0
21,mlp_out,ko,tier_2,code_switching,0.0022,0.0102,20,0
22,residual,ko,tier_2,code_switching,0.3302,0.6486,20,0
22,attn_out,ko,tier_2,code_switching,-0.0004,0.0016,20,0
22,mlp_out,ko,tier_2,code_switching,-0.0058,0.0161,20,0
23,residual,ko,tier_2,code_switching,0.3064,0.6058,20,0
23,attn_out,ko,tier_2,code_switching,-0.0063,0.0135,20,0
23,mlp_out,ko,tier_2,code_switching,-0.0223,0.0438,20,0
24,residual,ko,tier_2,code_switching,0.3552,0.7096,20,0
24,attn_out,ko,tier_2,code_switching,-0.0016,0.0049,20,0
24,mlp_out,ko,tier_2,code_switching,0.001,0.0018,20,0
25,residual,ko,tier_2,code_switching,0.355,0.7118,20,0
25,attn_out,ko,tier_2,code_switching,-0.0011,0.0025,20,0
25,mlp_out,ko,tier_2,code_switching,0.0077,0.0156,20,0
26,residual,ko,tier_2,code_switching,0.3563,0.7128,20,0
26,attn_out,ko,tier_2,code_switching,0.0074,0.0159,20,0
26,mlp_out,ko,tier_2,code_switching,0.0014,0.0058,20,0
27,residual,ko,tier_2,code_switching,0.1482,0.2964,20,0
27,attn_out,ko,tier_2,code_switching,0.003,0.0063,20,0
27,mlp_out,ko,tier_2,code_switching,-0.0004,0.002,20,0
28,residual,ko,tier_2,code_switching,0.0758,0.1517,20,0
28,attn_out,ko,tier_2,code_switching,-0.0008,0.0018,20,0
28,mlp_out,ko,tier_2,code_switching,-0.004,0.0033,20,0
29,residual,ko,tier_2,code_switching,-0.0063,0.0128,20,0
29,attn_out,ko,tier_2,code_switching,0.0002,0.0002,20,0
29,mlp_out,ko,tier_2,code_switching,-0.0053,0.0101,20,0
30,residual,ko,tier_2,code_switching,-0.0049,0.0105,20,0
30,attn_out,ko,tier_2,code_switching,0.0007,0.0014,20,0
30,mlp_out,ko,tier_2,code_switching,-0.0015,0.0027,20,0
31,residual,ko,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ko,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ko,tier_2,code_switching,0.0,0.0,20,0
0,residual,ja,tier_2,code_switching,0.2912,0.4869,20,0
0,attn_out,ja,tier_2,code_switching,0.227,0.6981,20,0
0,mlp_out,ja,tier_2,code_switching,0.3838,0.4657,20,0
1,residual,ja,tier_2,code_switching,0.2988,0.5175,20,0
1,attn_out,ja,tier_2,code_switching,0.2903,0.5652,20,0
1,mlp_out,ja,tier_2,code_switching,0.2499,0.9252,20,0
2,residual,ja,tier_2,code_switching,0.2475,0.5824,20,0
2,attn_out,ja,tier_2,code_switching,0.2569,0.5362,20,0
2,mlp_out,ja,tier_2,code_switching,0.1572,0.4038,20,0
3,residual,ja,tier_2,code_switching,0.1811,0.8506,20,0
3,attn_out,ja,tier_2,code_switching,0.0349,0.0627,20,0
3,mlp_out,ja,tier_2,code_switching,0.2561,0.7931,20,0
4,residual,ja,tier_2,code_switching,0.0791,0.7735,20,0
4,attn_out,ja,tier_2,code_switching,-0.096,0.1108,20,0
4,mlp_out,ja,tier_2,code_switching,0.3312,0.4729,20,0
5,residual,ja,tier_2,code_switching,0.0633,0.9713,20,0
5,attn_out,ja,tier_2,code_switching,-0.0761,0.1744,20,0
5,mlp_out,ja,tier_2,code_switching,0.0344,0.4707,20,0
6,residual,ja,tier_2,code_switching,0.0253,1.1405,20,0
6,attn_out,ja,tier_2,code_switching,-0.1287,0.4098,20,0
6,mlp_out,ja,tier_2,code_switching,0.1279,0.6514,20,0
7,residual,ja,tier_2,code_switching,0.0341,1.1423,20,0
7,attn_out,ja,tier_2,code_switching,-0.0802,0.1774,20,0
7,mlp_out,ja,tier_2,code_switching,0.0698,0.334,20,0
8,residual,ja,tier_2,code_switching,0.0392,1.1816,20,0
8,attn_out,ja,tier_2,code_switching,0.046,0.1168,20,0
8,mlp_out,ja,tier_2,code_switching,-0.0341,0.7462,20,0
9,residual,ja,tier_2,code_switching,0.2013,1.0716,20,0
9,attn_out,ja,tier_2,code_switching,0.0721,0.1172,20,0
9,mlp_out,ja,tier_2,code_switching,0.0009,0.2273,20,0
10,residual,ja,tier_2,code_switching,0.2189,0.9702,20,0
10,attn_out,ja,tier_2,code_switching,-0.0491,0.1077,20,0
10,mlp_out,ja,tier_2,code_switching,0.1228,0.1717,20,0
11,residual,ja,tier_2,code_switching,0.1767,1.047,20,0
11,attn_out,ja,tier_2,code_switching,0.0105,0.0736,20,0
11,mlp_out,ja,tier_2,code_switching,-0.0048,0.1813,20,0
12,residual,ja,tier_2,code_switching,0.1886,0.9354,20,0
12,attn_out,ja,tier_2,code_switching,-0.0299,0.0644,20,0
12,mlp_out,ja,tier_2,code_switching,0.2149,0.3351,20,0
13,residual,ja,tier_2,code_switching,0.1623,0.9152,20,0
13,attn_out,ja,tier_2,code_switching,0.0284,0.034,20,0
13,mlp_out,ja,tier_2,code_switching,0.0865,0.1688,20,0
14,residual,ja,tier_2,code_switching,0.1864,0.8843,20,0
14,attn_out,ja,tier_2,code_switching,0.0244,0.0281,20,0
14,mlp_out,ja,tier_2,code_switching,-0.0055,0.1979,20,0
15,residual,ja,tier_2,code_switching,0.214,0.864,20,0
15,attn_out,ja,tier_2,code_switching,0.0352,0.0331,20,0
15,mlp_out,ja,tier_2,code_switching,0.0043,0.0279,20,0
16,residual,ja,tier_2,code_switching,0.1994,0.866,20,0
16,attn_out,ja,tier_2,code_switching,0.0034,0.0355,20,0
16,mlp_out,ja,tier_2,code_switching,0.013,0.095,20,0
17,residual,ja,tier_2,code_switching,0.3005,0.6701,20,0
17,attn_out,ja,tier_2,code_switching,0.0008,0.0147,20,0
17,mlp_out,ja,tier_2,code_switching,0.0225,0.0314,20,0
18,residual,ja,tier_2,code_switching,0.3035,0.6612,20,0
18,attn_out,ja,tier_2,code_switching,-0.014,0.0301,20,0
18,mlp_out,ja,tier_2,code_switching,0.0819,0.161,20,0
19,residual,ja,tier_2,code_switching,0.3081,0.6292,20,0
19,attn_out,ja,tier_2,code_switching,-0.001,0.0126,20,0
19,mlp_out,ja,tier_2,code_switching,0.0545,0.1471,20,0
20,residual,ja,tier_2,code_switching,0.225,0.416,20,0
20,attn_out,ja,tier_2,code_switching,0.0102,0.026,20,0
20,mlp_out,ja,tier_2,code_switching,-0.0111,0.0374,20,0
21,residual,ja,tier_2,code_switching,0.1971,0.4091,20,0
21,attn_out,ja,tier_2,code_switching,-0.0012,0.0037,20,0
21,mlp_out,ja,tier_2,code_switching,-0.0054,0.0273,20,0
22,residual,ja,tier_2,code_switching,0.2045,0.4146,20,0
